name,rate,year,area
พะเยา,0.66,2559,605dae309b258e913e075dbc
พะเยา,0.67,2560,605dae309b258e913e075dbc
พะเยา,0.67,2561,605dae309b258e913e075dbc
พะเยา,0.68,2562,605dae309b258e913e075dbc
พะเยา,0.68,2563,605dae309b258e913e075dbc
พะเยา,0.69,2564,605dae309b258e913e075dbc
พะเยา,0.7,2565,605dae309b258e913e075dbc
พะเยา,0.7,2566,605dae309b258e913e075dbc
พะเยา,0.71,2567,605dae309b258e913e075dbc
พะเยา,0.72,2568,605dae309b258e913e075dbc
พะเยา,0.72,2569,605dae309b258e913e075dbc
บ้านเพ,0.63,2554,605daa40f44f7e8fb8bcb157
บ้านเพ,0.63,2555,605daa40f44f7e8fb8bcb157
บ้านเพ,0.64,2556,605daa40f44f7e8fb8bcb157
บ้านเพ,0.65,2557,605daa40f44f7e8fb8bcb157
บ้านเพ,0.65,2558,605daa40f44f7e8fb8bcb157
บ้านเพ,0.66,2559,605daa40f44f7e8fb8bcb157
บ้านเพ,0.67,2560,605daa40f44f7e8fb8bcb157
บ้านเพ,0.67,2561,605daa40f44f7e8fb8bcb157
บ้านเพ,0.68,2562,605daa40f44f7e8fb8bcb157
บ้านเพ,0.68,2563,605daa40f44f7e8fb8bcb157
บ้านเพ,0.69,2564,605daa40f44f7e8fb8bcb157
บ้านเพ,0.7,2565,605daa40f44f7e8fb8bcb157
บ้านเพ,0.7,2566,605daa40f44f7e8fb8bcb157
บ้านเพ,0.71,2567,605daa40f44f7e8fb8bcb157
บ้านเพ,0.72,2568,605daa40f44f7e8fb8bcb157
บ้านเพ,0.72,2569,605daa40f44f7e8fb8bcb157
ลำปาง,0.63,2555,605c61fb690af863edbcc517
ลำปาง,0.64,2556,605c61fb690af863edbcc517
ลำปาง,0.65,2557,605c61fb690af863edbcc517
ลำปาง,0.65,2558,605c61fb690af863edbcc517
ลำปาง,0.66,2559,605c61fb690af863edbcc517
ลำปาง,0.67,2560,605c61fb690af863edbcc517
ลำปาง,0.67,2561,605c61fb690af863edbcc517
ลำปาง,0.68,2562,605c61fb690af863edbcc517
ลำปาง,0.68,2563,605c61fb690af863edbcc517
ลำปาง,0.69,2564,605c61fb690af863edbcc517
ลำปาง,0.7,2565,605c61fb690af863edbcc517
ลำปาง,0.7,2566,605c61fb690af863edbcc517
ลำปาง,0.71,2567,605c61fb690af863edbcc517
ลำปาง,0.72,2568,605c61fb690af863edbcc517
ลำปาง,0.72,2569,605c61fb690af863edbcc517
ลำปาง,0.73,2570,605c61fb690af863edbcc517
กระบี่,0.63,2555,60557bdf797a9a553258a8e0
กระบี่,0.64,2556,60557bdf797a9a553258a8e0
กระบี่,0.65,2557,60557bdf797a9a553258a8e0
กระบี่,0.65,2558,60557bdf797a9a553258a8e0
กระบี่,0.66,2559,60557bdf797a9a553258a8e0
กระบี่,0.67,2560,60557bdf797a9a553258a8e0
กระบี่,0.67,2561,60557bdf797a9a553258a8e0
กระบี่,0.68,2562,60557bdf797a9a553258a8e0
กระบี่,0.68,2563,60557bdf797a9a553258a8e0
กระบี่,0.69,2564,60557bdf797a9a553258a8e0
กระบี่,0.7,2565,60557bdf797a9a553258a8e0
กระบี่,0.7,2566,60557bdf797a9a553258a8e0
กระบี่,0.71,2567,60557bdf797a9a553258a8e0
กระบี่,0.72,2568,60557bdf797a9a553258a8e0
กระบี่,0.72,2569,60557bdf797a9a553258a8e0
กระบี่,0.73,2570,60557bdf797a9a553258a8e0
เชียงใหม่, 0.73 ,2555,605db9549b258e913e075dc2
เชียงใหม่, 0.73 ,2556,605db9549b258e913e075dc2
เชียงใหม่, 0.74 ,2557,605db9549b258e913e075dc2
เชียงใหม่, 0.75 ,2558,605db9549b258e913e075dc2
เชียงใหม่, 0.75 ,2559,605db9549b258e913e075dc2
เชียงใหม่, 0.76 ,2560,605db9549b258e913e075dc2
เชียงใหม่, 0.77 ,2561,605db9549b258e913e075dc2
เชียงใหม่, 0.78 ,2562,605db9549b258e913e075dc2
เชียงใหม่, 0.78 ,2563,605db9549b258e913e075dc2
เชียงใหม่, 0.79 ,2564,605db9549b258e913e075dc2
เชียงใหม่, 0.80 ,2565,605db9549b258e913e075dc2
เชียงใหม่, 0.81 ,2566,605db9549b258e913e075dc2
เชียงใหม่, 0.81 ,2567,605db9549b258e913e075dc2
เชียงใหม่, 0.82 ,2568,605db9549b258e913e075dc2
เชียงใหม่, 0.83 ,2569,605db9549b258e913e075dc2
เชียงใหม่,0.83,2570,605db9549b258e913e075dc2
ศรีราชา, 0.64 ,2556,6056bfda404f1a0e46eca99b
ศรีราชา, 0.65 ,2557,6056bfda404f1a0e46eca99b
ศรีราชา, 0.65 ,2558,6056bfda404f1a0e46eca99b
ศรีราชา, 0.66 ,2559,6056bfda404f1a0e46eca99b
ศรีราชา, 0.67 ,2560,6056bfda404f1a0e46eca99b
ศรีราชา, 0.67 ,2561,6056bfda404f1a0e46eca99b
ศรีราชา, 0.68 ,2562,6056bfda404f1a0e46eca99b
ศรีราชา, 0.68 ,2563,6056bfda404f1a0e46eca99b
ศรีราชา, 0.69 ,2564,6056bfda404f1a0e46eca99b
ศรีราชา, 0.70 ,2565,6056bfda404f1a0e46eca99b
ศรีราชา, 0.70 ,2566,6056bfda404f1a0e46eca99b
ศรีราชา, 0.71 ,2567,6056bfda404f1a0e46eca99b
ศรีราชา, 0.72 ,2568,6056bfda404f1a0e46eca99b
ศรีราชา, 0.72 ,2569,6056bfda404f1a0e46eca99b
ศรีราชา, 0.73 ,2570,6056bfda404f1a0e46eca99b
ศรีราชา,0.73,2571,6056bfda404f1a0e46eca99b
มุกดาหาร, 0.63 ,2556,605c632c402bbc642fd1d96f
มุกดาหาร, 0.64 ,2557,605c632c402bbc642fd1d96f
มุกดาหาร, 0.65 ,2558,605c632c402bbc642fd1d96f
มุกดาหาร, 0.65 ,2559,605c632c402bbc642fd1d96f
มุกดาหาร, 0.66 ,2560,605c632c402bbc642fd1d96f
มุกดาหาร, 0.67 ,2561,605c632c402bbc642fd1d96f
มุกดาหาร, 0.67 ,2562,605c632c402bbc642fd1d96f
มุกดาหาร, 0.68 ,2563,605c632c402bbc642fd1d96f
มุกดาหาร, 0.68 ,2564,605c632c402bbc642fd1d96f
มุกดาหาร, 0.69 ,2565,605c632c402bbc642fd1d96f
มุกดาหาร, 0.70 ,2566,605c632c402bbc642fd1d96f
มุกดาหาร, 0.70 ,2567,605c632c402bbc642fd1d96f
มุกดาหาร, 0.71 ,2568,605c632c402bbc642fd1d96f
มุกดาหาร, 0.72 ,2569,605c632c402bbc642fd1d96f
มุกดาหาร, 0.72 ,2570,605c632c402bbc642fd1d96f
มุกดาหาร, 0.73 ,2571,605c632c402bbc642fd1d96f
แม่สอด, 0.06 ,2556,605db68e9b258e913e075dc1
แม่สอด, 0.06 ,2557,605db68e9b258e913e075dc1
แม่สอด, 0.07 ,2558,605db68e9b258e913e075dc1
แม่สอด, 0.07 ,2559,605db68e9b258e913e075dc1
แม่สอด, 0.07 ,2560,605db68e9b258e913e075dc1
แม่สอด, 0.07 ,2561,605db68e9b258e913e075dc1
แม่สอด, 0.07 ,2562,605db68e9b258e913e075dc1
แม่สอด, 0.07 ,2563,605db68e9b258e913e075dc1
แม่สอด, 0.07 ,2564,605db68e9b258e913e075dc1
แม่สอด, 0.07 ,2565,605db68e9b258e913e075dc1
แม่สอด, 0.07 ,2566,605db68e9b258e913e075dc1
แม่สอด, 0.07 ,2567,605db68e9b258e913e075dc1
แม่สอด, 0.07 ,2568,605db68e9b258e913e075dc1
แม่สอด, 0.07 ,2569,605db68e9b258e913e075dc1
แม่สอด, 0.07 ,2570,605db68e9b258e913e075dc1
แม่สอด, 0.07 ,2571,605db68e9b258e913e075dc1
แม่สอด, 0.07 ,2572,605db68e9b258e913e075dc1
อุดรธานี, 0.06 ,2556,6064044f1d111a4c6236a572
อุดรธานี, 0.06 ,2557,6064044f1d111a4c6236a572
อุดรธานี, 0.07 ,2558,6064044f1d111a4c6236a572
อุดรธานี, 0.07 ,2559,6064044f1d111a4c6236a572
อุดรธานี, 0.07 ,2560,6064044f1d111a4c6236a572
อุดรธานี, 0.07 ,2561,6064044f1d111a4c6236a572
อุดรธานี, 0.07 ,2562,6064044f1d111a4c6236a572
อุดรธานี, 0.07 ,2563,6064044f1d111a4c6236a572
อุดรธานี, 0.07 ,2564,6064044f1d111a4c6236a572
อุดรธานี, 0.07 ,2565,6064044f1d111a4c6236a572
อุดรธานี, 0.07 ,2566,6064044f1d111a4c6236a572
อุดรธานี, 0.07 ,2567,6064044f1d111a4c6236a572
อุดรธานี, 0.07 ,2568,6064044f1d111a4c6236a572
อุดรธานี, 0.07 ,2569,6064044f1d111a4c6236a572
อุดรธานี, 0.07 ,2570,6064044f1d111a4c6236a572
อุดรธานี, 0.07 ,2571,6064044f1d111a4c6236a572
อุดรธานี, 0.07 ,2572,6064044f1d111a4c6236a572
แสนสุข,0.06,2557,605c62fc402bbc642fd1d96e
แสนสุข,0.06,2558,605c62fc402bbc642fd1d96e
แสนสุข,0.06,2559,605c62fc402bbc642fd1d96e
แสนสุข,0.06,2560,605c62fc402bbc642fd1d96e
แสนสุข,0.06,2561,605c62fc402bbc642fd1d96e
แสนสุข,0.06,2562,605c62fc402bbc642fd1d96e
แสนสุข,0.06,2563,605c62fc402bbc642fd1d96e
แสนสุข,0.06,2564,605c62fc402bbc642fd1d96e
แสนสุข,0.06,2565,605c62fc402bbc642fd1d96e
แสนสุข,0.06,2566,605c62fc402bbc642fd1d96e
แสนสุข,0.06,2567,605c62fc402bbc642fd1d96e
แสนสุข,0.06,2568,605c62fc402bbc642fd1d96e
แสนสุข,0.06,2569,605c62fc402bbc642fd1d96e
แสนสุข,0.06,2570,605c62fc402bbc642fd1d96e
แสนสุข,0.06,2571,605c62fc402bbc642fd1d96e
แสนสุข,0.06,2572,605c62fc402bbc642fd1d96e
บ้านโป่ง,0.06,2557,6057026e3defc17ebf4bf893
บ้านโป่ง,0.07,2558,6057026e3defc17ebf4bf893
บ้านโป่ง,0.07,2559,6057026e3defc17ebf4bf893
บ้านโป่ง,0.07,2560,6057026e3defc17ebf4bf893
บ้านโป่ง,0.07,2561,6057026e3defc17ebf4bf893
บ้านโป่ง,0.07,2562,6057026e3defc17ebf4bf893
บ้านโป่ง,0.07,2563,6057026e3defc17ebf4bf893
บ้านโป่ง,0.07,2564,6057026e3defc17ebf4bf893
บ้านโป่ง,0.07,2565,6057026e3defc17ebf4bf893
บ้านโป่ง,0.07,2566,6057026e3defc17ebf4bf893
บ้านโป่ง,0.07,2567,6057026e3defc17ebf4bf893
บ้านโป่ง,0.07,2568,6057026e3defc17ebf4bf893
บ้านโป่ง,0.07,2569,6057026e3defc17ebf4bf893
บ้านโป่ง,0.07,2570,6057026e3defc17ebf4bf893
บ้านโป่ง,0.07,2571,6057026e3defc17ebf4bf893
บ้านโป่ง,0.07,2572,6057026e3defc17ebf4bf893
กำแพงเพชร, 0.65 ,2557,60640822880da94ee4d39513
กำแพงเพชร, 0.65 ,2558,60640822880da94ee4d39513
กำแพงเพชร, 0.66 ,2559,60640822880da94ee4d39513
กำแพงเพชร, 0.67 ,2560,60640822880da94ee4d39513
กำแพงเพชร, 0.67 ,2561,60640822880da94ee4d39513
กำแพงเพชร, 0.68 ,2562,60640822880da94ee4d39513
กำแพงเพชร, 0.68 ,2563,60640822880da94ee4d39513
กำแพงเพชร, 0.69 ,2564,60640822880da94ee4d39513
กำแพงเพชร, 0.70 ,2565,60640822880da94ee4d39513
กำแพงเพชร, 0.70 ,2566,60640822880da94ee4d39513
กำแพงเพชร, 0.71 ,2567,60640822880da94ee4d39513
กำแพงเพชร, 0.72 ,2568,60640822880da94ee4d39513
กำแพงเพชร, 0.72 ,2569,60640822880da94ee4d39513
กำแพงเพชร, 0.73 ,2570,60640822880da94ee4d39513
กำแพงเพชร, 0.73 ,2571,60640822880da94ee4d39513
กำแพงเพชร, 0.74 ,2572,60640822880da94ee4d39513
ปากช่อง, 0.06 ,2557,6064090d880da94ee4d39516
ปากช่อง, 0.06 ,2558,6064090d880da94ee4d39516
ปากช่อง, 0.06 ,2559,6064090d880da94ee4d39516
ปากช่อง, 0.06 ,2560,6064090d880da94ee4d39516
ปากช่อง, 0.06 ,2561,6064090d880da94ee4d39516
ปากช่อง, 0.06 ,2562,6064090d880da94ee4d39516
ปากช่อง, 0.06 ,2563,6064090d880da94ee4d39516
ปากช่อง, 0.06 ,2564,6064090d880da94ee4d39516
ปากช่อง, 0.06 ,2565,6064090d880da94ee4d39516
ปากช่อง, 0.06 ,2566,6064090d880da94ee4d39516
ปากช่อง, 0.06 ,2567,6064090d880da94ee4d39516
ปากช่อง, 0.06 ,2568,6064090d880da94ee4d39516
ปากช่อง, 0.06 ,2569,6064090d880da94ee4d39516
ปากช่อง, 0.06 ,2570,6064090d880da94ee4d39516
ปากช่อง, 0.06 ,2571,6064090d880da94ee4d39516
ปากช่อง, 0.06 ,2572,6064090d880da94ee4d39516
สิงห์บุรี, 0.06 ,2557,60640b02c426854f543f15b7
สิงห์บุรี, 0.07 ,2558,60640b02c426854f543f15b7
สิงห์บุรี, 0.07 ,2559,60640b02c426854f543f15b7
สิงห์บุรี, 0.07 ,2560,60640b02c426854f543f15b7
สิงห์บุรี, 0.07 ,2561,60640b02c426854f543f15b7
สิงห์บุรี, 0.07 ,2562,60640b02c426854f543f15b7
สิงห์บุรี, 0.07 ,2563,60640b02c426854f543f15b7
สิงห์บุรี, 0.07 ,2564,60640b02c426854f543f15b7
สิงห์บุรี, 0.07 ,2565,60640b02c426854f543f15b7
สิงห์บุรี, 0.07 ,2566,60640b02c426854f543f15b7
สิงห์บุรี, 0.07 ,2567,60640b02c426854f543f15b7
สิงห์บุรี, 0.07 ,2568,60640b02c426854f543f15b7
สิงห์บุรี, 0.07 ,2569,60640b02c426854f543f15b7
สิงห์บุรี, 0.07 ,2570,60640b02c426854f543f15b7
สิงห์บุรี, 0.07 ,2571,60640b02c426854f543f15b7
สิงห์บุรี, 0.07 ,2572,60640b02c426854f543f15b7
หาดใหญ่, 0.65 ,2557,60640720880da94ee4d39512
หาดใหญ่, 0.65 ,2558,60640720880da94ee4d39512
หาดใหญ่, 0.66 ,2559,60640720880da94ee4d39512
หาดใหญ่, 0.67 ,2560,60640720880da94ee4d39512
หาดใหญ่, 0.67 ,2561,60640720880da94ee4d39512
หาดใหญ่, 0.68 ,2562,60640720880da94ee4d39512
หาดใหญ่, 0.68 ,2563,60640720880da94ee4d39512
หาดใหญ่, 0.69 ,2564,60640720880da94ee4d39512
หาดใหญ่, 0.70 ,2565,60640720880da94ee4d39512
หาดใหญ่, 0.70 ,2566,60640720880da94ee4d39512
หาดใหญ่, 0.71 ,2567,60640720880da94ee4d39512
หาดใหญ่, 0.72 ,2568,60640720880da94ee4d39512
หาดใหญ่, 0.72 ,2569,60640720880da94ee4d39512
หาดใหญ่, 0.73 ,2570,60640720880da94ee4d39512
หาดใหญ่,0.73,2571,60640720880da94ee4d39512
หาดใหญ่,0.74,2572,60640720880da94ee4d39512
